"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0071456";"GO:0071456";"cellular response to hypoxia";"63/908";"180/12417";0,35;4,78628854625551;14,3723392999847;2,51598629392888e-27;1,6501035466689e-24;1,45292930096076e-24;"ANAC102/NA/SRO5/AtZAT12/ATTIL/NA/BBX29/NA/CYP707A3/NRP/ANAC091/AtDMR6/ASUS1/NA/ATBCB/ATSPX1/NA/NA/NHL3/DREB2/AtZAT6/NA/AtPDC1/ATXTH18/NA/DIC2/NA/ACR7/AtBBE22/NA/NA/AtC3H47/NA/HRM1/ATERF-4/DJC66/NA/NA/ATCAL4/ATCAMBP25/AtC3H29/NA/AthCYSTM6/ATPUMP5/ATSERK4/NA/ADH/CML38/TN11/DUF569/LDAP1/PROSCOOP38/AtPP2-A11/AtFBS1/ATGA2OX2/STZ/NA/HUP35/AtRAV1/(AT)SRC2/MAP3K13/NA/NA";63
"GO:0036294";"GO:0036294";"cellular response to decreased oxygen levels";"63/908";"181/12417";0,348066298342541;4,75984496312702;14,3121365680425;3,59760947674906e-27;1,6501035466689e-24;1,45292930096076e-24;"ANAC102/NA/SRO5/AtZAT12/ATTIL/NA/BBX29/NA/CYP707A3/NRP/ANAC091/AtDMR6/ASUS1/NA/ATBCB/ATSPX1/NA/NA/NHL3/DREB2/AtZAT6/NA/AtPDC1/ATXTH18/NA/DIC2/NA/ACR7/AtBBE22/NA/NA/AtC3H47/NA/HRM1/ATERF-4/DJC66/NA/NA/ATCAL4/ATCAMBP25/AtC3H29/NA/AthCYSTM6/ATPUMP5/ATSERK4/NA/ADH/CML38/TN11/DUF569/LDAP1/PROSCOOP38/AtPP2-A11/AtFBS1/ATGA2OX2/STZ/NA/HUP35/AtRAV1/(AT)SRC2/MAP3K13/NA/NA";63
"GO:0071453";"GO:0071453";"cellular response to oxygen levels";"63/908";"181/12417";0,348066298342541;4,75984496312702;14,3121365680425;3,59760947674906e-27;1,6501035466689e-24;1,45292930096076e-24;"ANAC102/NA/SRO5/AtZAT12/ATTIL/NA/BBX29/NA/CYP707A3/NRP/ANAC091/AtDMR6/ASUS1/NA/ATBCB/ATSPX1/NA/NA/NHL3/DREB2/AtZAT6/NA/AtPDC1/ATXTH18/NA/DIC2/NA/ACR7/AtBBE22/NA/NA/AtC3H47/NA/HRM1/ATERF-4/DJC66/NA/NA/ATCAL4/ATCAMBP25/AtC3H29/NA/AthCYSTM6/ATPUMP5/ATSERK4/NA/ADH/CML38/TN11/DUF569/LDAP1/PROSCOOP38/AtPP2-A11/AtFBS1/ATGA2OX2/STZ/NA/HUP35/AtRAV1/(AT)SRC2/MAP3K13/NA/NA";63
"GO:0001666";"GO:0001666";"response to hypoxia";"66/908";"206/12417";0,320388349514563;4,38134596467217;13,7455646220765;4,89541437238556e-26;1,68402254410063e-23;1,48279524805678e-23;"ANAC102/NA/SRO5/AtZAT12/ATTIL/NA/BBX29/NA/CYP707A3/NRP/CIPK25/ANAC091/AtDMR6/ASUS1/NA/ATBCB/ATSPX1/NA/NA/NHL3/DREB2/AtZAT6/NA/AtPDC1/ATXTH18/NA/DIC2/NA/ACR7/AtBBE22/CYP707A1/NA/NA/AtC3H47/NA/HRM1/ATERF-4/DJC66/NA/NA/ATCAL4/ATCAMBP25/AtC3H29/NA/AthCYSTM6/CYP707A2/ATPUMP5/ATSERK4/NA/ADH/CML38/TN11/DUF569/LDAP1/PROSCOOP38/AtPP2-A11/AtFBS1/ATGA2OX2/STZ/NA/HUP35/AtRAV1/(AT)SRC2/MAP3K13/NA/NA";66
"GO:0036293";"GO:0036293";"response to decreased oxygen levels";"66/908";"209/12417";0,315789473684211;4,31845583120798;13,5894507948112;1,24665087025823e-25;3,43078319495064e-23;3,02083189824678e-23;"ANAC102/NA/SRO5/AtZAT12/ATTIL/NA/BBX29/NA/CYP707A3/NRP/CIPK25/ANAC091/AtDMR6/ASUS1/NA/ATBCB/ATSPX1/NA/NA/NHL3/DREB2/AtZAT6/NA/AtPDC1/ATXTH18/NA/DIC2/NA/ACR7/AtBBE22/CYP707A1/NA/NA/AtC3H47/NA/HRM1/ATERF-4/DJC66/NA/NA/ATCAL4/ATCAMBP25/AtC3H29/NA/AthCYSTM6/CYP707A2/ATPUMP5/ATSERK4/NA/ADH/CML38/TN11/DUF569/LDAP1/PROSCOOP38/AtPP2-A11/AtFBS1/ATGA2OX2/STZ/NA/HUP35/AtRAV1/(AT)SRC2/MAP3K13/NA/NA";66
"GO:0070482";"GO:0070482";"response to oxygen levels";"66/908";"210/12417";0,314285714285714;4,29789175582127;13,5380637019391;1,69487491781712e-25;3,88691314486059e-23;3,42245794808334e-23;"ANAC102/NA/SRO5/AtZAT12/ATTIL/NA/BBX29/NA/CYP707A3/NRP/CIPK25/ANAC091/AtDMR6/ASUS1/NA/ATBCB/ATSPX1/NA/NA/NHL3/DREB2/AtZAT6/NA/AtPDC1/ATXTH18/NA/DIC2/NA/ACR7/AtBBE22/CYP707A1/NA/NA/AtC3H47/NA/HRM1/ATERF-4/DJC66/NA/NA/ATCAL4/ATCAMBP25/AtC3H29/NA/AthCYSTM6/CYP707A2/ATPUMP5/ATSERK4/NA/ADH/CML38/TN11/DUF569/LDAP1/PROSCOOP38/AtPP2-A11/AtFBS1/ATGA2OX2/STZ/NA/HUP35/AtRAV1/(AT)SRC2/MAP3K13/NA/NA";66
"GO:0009409";"GO:0009409";"response to cold";"81/908";"373/12417";0,2171581769437;2,96966198580388;10,8486507158479;1,56806499570032e-19;3,08236776297662e-17;2,71404933842265e-17;"NPX1/AtZAT12/AtcPT4/ATTIL/BBX29/COR78/ATHVA22E/ATERF-5/COR27/AtCML24/ARACIN1/ASUS1/ATBCB/NA/NDL2/AtCSP1/NA/TMT2/CAT2/ADC2/NA/COR28/BBX28/ATCBF1/ATCBF3/ATCBF2/ATHVA22D/ATCBL1/AtBAM3/CHS2/ATDI21/EARLI1/AZI1/FIB/AtLEA5/AtPME41/AtSLD1/BAP1/TCF1/AtUSP/LTI30/ATERF#011/DEG13/ATSR2/AOX1A/ATPK1/GPP/ATBCA1/AtGolS1/AtCCA1/AGL20/AtCOR15A/AtSPL9/ATCYSA/AtC3H29/RCA/ATWRKY25/AtGRF1/NDL3/ABX45/ERD7/ADC1/LHCB2/LHCB2/ADH/ATHKL1/AtATL78/RAP2.1/GAPB/STZ/AOR/FB/ERD10/AtCOR47/B1L/ATCCR1/AtGolS3/ERD6/AtMYB60/CIPK9/LHY";81
"GO:0007623";"GO:0007623";"circadian rhythm";"38/908";"148/12417";0,256756756756757;3,5111769258245;8,63214183835871;4,1052466675709e-12;6,27646601619728e-10;5,52647826242585e-10;"abc1k8/LNK1/APRR1/GATA21/RVE6/COR78/COR27/CIR1/AtbZIP63/APRR5/RVE1/ATCOL1/LNK4/LCL1/BBX19/COR28/SMXL2/SHM4/LNK2/BBX31/LNK3/LCL5/BBX7/NA/BBX11/AtCCA1/APRR9/AtCOR15A/BBX18/ERD7/AtFDA10/ADO3/BBX13/FB/ERDL4/EPR1/ATCCR1/LHY";38
"GO:0048511";"GO:0048511";"rhythmic process";"38/908";"148/12417";0,256756756756757;3,5111769258245;8,63214183835871;4,1052466675709e-12;6,27646601619728e-10;5,52647826242585e-10;"abc1k8/LNK1/APRR1/GATA21/RVE6/COR78/COR27/CIR1/AtbZIP63/APRR5/RVE1/ATCOL1/LNK4/LCL1/BBX19/COR28/SMXL2/SHM4/LNK2/BBX31/LNK3/LCL5/BBX7/NA/BBX11/AtCCA1/APRR9/AtCOR15A/BBX18/ERD7/AtFDA10/ADO3/BBX13/FB/ERDL4/EPR1/ATCCR1/LHY";38
"GO:0009639";"GO:0009639";"response to red or far red light";"45/908";"217/12417";0,207373271889401;2,83585233155362;7,66306797858941;1,1745880988444e-10;1,61623322400989e-08;1,42310621238937e-08;"ABA1/PIF7/CYP707A3/ABCI21/COR27/APRR5/ATSIG5/CaS/anac081/BBX20/BBX19/COP3/SAUR9/NA/COR28/BBX28/CYP707A1/TCP2/ELIP2/SAUR25/PIF8/DEG13/DVL6/HYH/BBX11/APRR9/SPA1/AtCOR15A/AtHBP2/BBX25/ADS2/CYP707A2/AFR/BBX18/AtFDA10/LHCB2/LHCB2/BBX22/BBX16/ANAC013/ATGA2OX2/FB/ATGSTU17/BBX24/ATGA2OX4";45
