"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0071456";"GO:0071456";"cellular response to hypoxia";"66/571";"233/15355";0,283261802575107;7,61731169621852;20,0026612778285;4,6904348157445e-40;3,26304508691431e-37;2,82057808134223e-37;"cMCU/SRO5/AtZAT12/AtXTH22/CYP81F2/PDC2/NA/BBX29/NA/CYP707A3/AtCML37/NRP/HYP1/CBP60G/FLOT1/ANAC091/AtDMR6/DIN10/ATBCB/NA/NHL3/DREB2/AtZAT6/STY46/NA/ATXTH18/NA/DIC2/ACR7/NA/SCL13/AtNUDT7/NA/NA/AtC3H47/NA/AGC2/HRM1/ATERF-4/NA/CID1/ATCAL4/ATCAMBP25/AtC3H29/NA/AthCYSTM6/AthCYSTM5/PLA/PIP3/ATPUMP5/NA/CML38/TN7/DUF569/NA/AtPP2-A11/AtFBS1/EXL1/ATGA2OX2/STZ/RGAT1/HUP35/atnudt4/AtRAV1/(AT)SRC2/NA";66
"GO:0036294";"GO:0036294";"cellular response to decreased oxygen levels";"66/571";"235/15355";0,280851063829787;7,55248351156985;19,8928412860592;8,49751324717269e-40;3,26304508691431e-37;2,82057808134223e-37;"cMCU/SRO5/AtZAT12/AtXTH22/CYP81F2/PDC2/NA/BBX29/NA/CYP707A3/AtCML37/NRP/HYP1/CBP60G/FLOT1/ANAC091/AtDMR6/DIN10/ATBCB/NA/NHL3/DREB2/AtZAT6/STY46/NA/ATXTH18/NA/DIC2/ACR7/NA/SCL13/AtNUDT7/NA/NA/AtC3H47/NA/AGC2/HRM1/ATERF-4/NA/CID1/ATCAL4/ATCAMBP25/AtC3H29/NA/AthCYSTM6/AthCYSTM5/PLA/PIP3/ATPUMP5/NA/CML38/TN7/DUF569/NA/AtPP2-A11/AtFBS1/EXL1/ATGA2OX2/STZ/RGAT1/HUP35/atnudt4/AtRAV1/(AT)SRC2/NA";66
"GO:0071453";"GO:0071453";"cellular response to oxygen levels";"66/571";"235/15355";0,280851063829787;7,55248351156985;19,8928412860592;8,49751324717269e-40;3,26304508691431e-37;2,82057808134223e-37;"cMCU/SRO5/AtZAT12/AtXTH22/CYP81F2/PDC2/NA/BBX29/NA/CYP707A3/AtCML37/NRP/HYP1/CBP60G/FLOT1/ANAC091/AtDMR6/DIN10/ATBCB/NA/NHL3/DREB2/AtZAT6/STY46/NA/ATXTH18/NA/DIC2/ACR7/NA/SCL13/AtNUDT7/NA/NA/AtC3H47/NA/AGC2/HRM1/ATERF-4/NA/CID1/ATCAL4/ATCAMBP25/AtC3H29/NA/AthCYSTM6/AthCYSTM5/PLA/PIP3/ATPUMP5/NA/CML38/TN7/DUF569/NA/AtPP2-A11/AtFBS1/EXL1/ATGA2OX2/STZ/RGAT1/HUP35/atnudt4/AtRAV1/(AT)SRC2/NA";66
"GO:0001666";"GO:0001666";"response to hypoxia";"69/571";"262/15355";0,263358778625954;7,08209114851406;19,5141046332022;1,37455906717331e-39;3,95873011345913e-37;3,42192862512092e-37;"cMCU/SRO5/AtZAT12/AtXTH22/CYP81F2/PDC2/NA/BBX29/NA/CYP707A3/AtCML37/NRP/HYP1/CBP60G/FLOT1/ANAC091/AtDMR6/DIN10/ATBCB/NA/NHL3/DREB2/AtZAT6/STY46/NA/ATXTH18/NA/DIC2/ACR7/NA/CYP707A1/SCL13/AtNUDT7/NA/NA/AtC3H47/NA/ATMYB30/AGC2/HRM1/ATERF-4/NA/CID1/ATCAL4/ATCAMBP25/AtC3H29/NA/AthCYSTM6/AthCYSTM5/CYP707A2/PLA/PIP3/ATPUMP5/NA/CML38/TN7/DUF569/NA/AtPP2-A11/AtFBS1/EXL1/ATGA2OX2/STZ/RGAT1/HUP35/atnudt4/AtRAV1/(AT)SRC2/NA";69
"GO:0036293";"GO:0036293";"response to decreased oxygen levels";"69/571";"266/15355";0,259398496240602;6,97559353725821;19,3207723439224;4,03159389801186e-39;9,28879234101933e-37;8,02923753161942e-37;"cMCU/SRO5/AtZAT12/AtXTH22/CYP81F2/PDC2/NA/BBX29/NA/CYP707A3/AtCML37/NRP/HYP1/CBP60G/FLOT1/ANAC091/AtDMR6/DIN10/ATBCB/NA/NHL3/DREB2/AtZAT6/STY46/NA/ATXTH18/NA/DIC2/ACR7/NA/CYP707A1/SCL13/AtNUDT7/NA/NA/AtC3H47/NA/ATMYB30/AGC2/HRM1/ATERF-4/NA/CID1/ATCAL4/ATCAMBP25/AtC3H29/NA/AthCYSTM6/AthCYSTM5/CYP707A2/PLA/PIP3/ATPUMP5/NA/CML38/TN7/DUF569/NA/AtPP2-A11/AtFBS1/EXL1/ATGA2OX2/STZ/RGAT1/HUP35/atnudt4/AtRAV1/(AT)SRC2/NA";69
"GO:0070482";"GO:0070482";"response to oxygen levels";"69/571";"267/15355";0,258426966292135;6,9494677187666;19,2730634304923;5,25856172980321e-39;1,00964385212222e-36;8,72736736209445e-37;"cMCU/SRO5/AtZAT12/AtXTH22/CYP81F2/PDC2/NA/BBX29/NA/CYP707A3/AtCML37/NRP/HYP1/CBP60G/FLOT1/ANAC091/AtDMR6/DIN10/ATBCB/NA/NHL3/DREB2/AtZAT6/STY46/NA/ATXTH18/NA/DIC2/ACR7/NA/CYP707A1/SCL13/AtNUDT7/NA/NA/AtC3H47/NA/ATMYB30/AGC2/HRM1/ATERF-4/NA/CID1/ATCAL4/ATCAMBP25/AtC3H29/NA/AthCYSTM6/AthCYSTM5/CYP707A2/PLA/PIP3/ATPUMP5/NA/CML38/TN7/DUF569/NA/AtPP2-A11/AtFBS1/EXL1/ATGA2OX2/STZ/RGAT1/HUP35/atnudt4/AtRAV1/(AT)SRC2/NA";69
"GO:0009409";"GO:0009409";"response to cold";"61/571";"407/15355";0,14987714987715;4,03040917051425;12,1769851641957;5,79569039786347e-21;9,53805048334103e-19;8,24469641560729e-19;"ATMYB96/AtZAT12/AtXTH22/BBX29/COR78/ATERF-5/AZF3/COR27/AtCML24/DIN10/ATBCB/AtCor6.6/ATGRP8/SPT/NA/NA/COR28/BBX28/ATCBF1/ATCBF3/ATCBF2/ATCBL1/AtBAM3/AtLEA5/AtPME41/AtSLD1/BAP1/TCF1/AtUSP/LTI30/AIK1/ATERF#011/ANAC062/ATBT2/ATMAPK3/RCI2A/AGL20/AtCOR15A/COR15B/AtC3H29/ATWRKY33/ATWRKY25/ATOEP16-1/ELF3/AtGRF1/ATGRP7/ABX45/ERD7/ATCOR413-PM1/AtATL78/STZ/FB/DREB26/ERD10/AtCOR47/B1L/ABCG40/ATDDF1/AtGolS3/ERD6/CIPK9";61
"GO:0009620";"GO:0009620";"response to fungus";"48/571";"353/15355";0,135977337110482;3,65662348744561;9,9237456689843;5,37046182777047e-15;7,73346503198947e-13;6,68481169614587e-13;"ATMYB44/ATWRKY51/ABR1/NA/PMR5/CYP81F2/SPL13/PROSCOOP12/PRX62/CBP60G/AtDMR6/NA/JAO2/EDR4/NA/ERF109/ADR1-L1/ATWRKY18/NA/AtBBE19/CYP707A1/AtPME41/ATSYP122/LTI30/FAMT/BFP1/AOC3/ATBAG6/COR15B/ATWRKY54/AtC3H29/ATWRKY33/JAO4/NA/ATWRKY40/ATWAKL10/VQ10/ATMYB122/PXMT1/NA/ABCG36/AtLYK3/AtHMAD1/NA/AtCOR47/ATLOX3/ATEXO70B2/AtLEA14";48
"GO:0014070";"GO:0014070";"response to organic cyclic compound";"42/571";"331/15355";0,126888217522659;3,41220416823191;8,71902892310661;3,01925173651981e-12;3,86464222274536e-10;3,34059899736578e-10;"ATBT4/ATMYB44/LecRK-IX.2/BT1/AtXTH22/AtDMR6/PROSCOOP15/NHL3/EDR4/BBX20/ATWRKY18/SMXL2/MERI-5/CRK9/AtPME41/BAP1/ATSYP122/AtBCS1/ATBT2/CRK4/FAMT/AtS40-7/AIF1/TTL3/ATWRKY54/SMXL8/LecRK-IV.1/AtSOT1/ATWRKY40/ATWAKL10/CML38/PXMT1/NA/ATPP2-A5/AtFBS1/ABCG36/DjC53/NSL1/DREB26/B1L/ABCG40/AtRAV1";42
"GO:0009611";"GO:0009611";"response to wounding";"35/571";"250/15355";0,14;3,76479859894921;8,66175679776514;1,27271679905329e-11;1,4661697525094e-09;1,26735799147833e-09;"ATBT4/AtZAT12/COR78/PROSCOOP12/PROSCOOP1/ATBCB/NHL3/BAP1/EFD/CYP94B3/ATBT2/ATMAPK3/FAMT/AGC2/AT-RSH2/ATOEP16-1/CYP94C1/ATWRKY40/CML38/ATLOX4/JAZ6/JAZ9/ATPP2-A5/AtFBS1/NA/STZ/IGMT2/IGMT3/OPCL1/AtJAZ1/HUP35/ATLOX3/JAZ5/AtLEA14/CIPK9";35
