"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0071456";"GO:0071456";"cellular response to hypoxia";"18/160";"233/15355";0,0772532188841202;7,41389484978541;10,1231480096638;3,82255148403940e-11;8,44423221456689e-09;7,74473288695289e-09;"AtGDPD2/NA/NA/NA/AT-HSFB2B/ATMBF1C/HRA1/NA/LBD41/AtGDPD1/DOGT1/NA/AtPPsPase1/SAUR78/AtRAV2/HUP32/MPSR1/SNIPER1";18
"GO:0036294";"GO:0036294";"cellular response to decreased oxygen levels";"18/160";"235/15355";0,0765957446808511;7,35079787234042;10,0671544923099;4,40568637281751e-11;8,44423221456689e-09;7,74473288695289e-09;"AtGDPD2/NA/NA/NA/AT-HSFB2B/ATMBF1C/HRA1/NA/LBD41/AtGDPD1/DOGT1/NA/AtPPsPase1/SAUR78/AtRAV2/HUP32/MPSR1/SNIPER1";18
"GO:0071453";"GO:0071453";"cellular response to oxygen levels";"18/160";"235/15355";0,0765957446808511;7,35079787234042;10,0671544923099;4,40568637281751e-11;8,44423221456689e-09;7,74473288695289e-09;"AtGDPD2/NA/NA/NA/AT-HSFB2B/ATMBF1C/HRA1/NA/LBD41/AtGDPD1/DOGT1/NA/AtPPsPase1/SAUR78/AtRAV2/HUP32/MPSR1/SNIPER1";18
"GO:0001666";"GO:0001666";"response to hypoxia";"18/160";"262/15355";0,0687022900763359;6,59327290076336;9,37020896837603;2,63433161608108e-10;3,43275525724009e-08;3,14839429542752e-08;"AtGDPD2/NA/NA/NA/AT-HSFB2B/ATMBF1C/HRA1/NA/LBD41/AtGDPD1/DOGT1/NA/AtPPsPase1/SAUR78/AtRAV2/HUP32/MPSR1/SNIPER1";18
"GO:0036293";"GO:0036293";"response to decreased oxygen levels";"18/160";"266/15355";0,0676691729323308;6,49412593984962;9,27533505474029;3,37033651238711e-10;3,43275525724009e-08;3,14839429542752e-08;"AtGDPD2/NA/NA/NA/AT-HSFB2B/ATMBF1C/HRA1/NA/LBD41/AtGDPD1/DOGT1/NA/AtPPsPase1/SAUR78/AtRAV2/HUP32/MPSR1/SNIPER1";18
"GO:0070482";"GO:0070482";"response to oxygen levels";"18/160";"267/15355";0,0674157303370786;6,46980337078652;9,25192097879941;3,58200548581574e-10;3,43275525724009e-08;3,14839429542752e-08;"AtGDPD2/NA/NA/NA/AT-HSFB2B/ATMBF1C/HRA1/NA/LBD41/AtGDPD1/DOGT1/NA/AtPPsPase1/SAUR78/AtRAV2/HUP32/MPSR1/SNIPER1";18
"GO:0031667";"GO:0031667";"response to nutrient levels";"15/160";"265/15355";0,0566037735849057;5,43219339622642;7,4682255660846;1,16062086815205e-07;9,53367141696327e-06;8,7439256382583e-06;"ATSDI1/LSU2/NA/BHLH039/LSU1/PYE/HHO1/NA/ATPPCK2/NA/AtPPsPase1/AtSAT1/FEP3/FEP2/SDI2";15
"GO:0042594";"GO:0042594";"response to starvation";"12/160";"208/15355";0,0576923076923077;5,53665865384615;6,75966020650086;1,85026476504956e-06;0,000132987779987937;0,000121971400959188;"ATSDI1/LSU2/BHLH039/LSU1/PYE/HHO1/ATPPCK2/AtPPsPase1/AtSAT1/FEP3/FEP2/SDI2";12
"GO:0009267";"GO:0009267";"cellular response to starvation";"10/160";"160/15355";0,0625;5,998046875;6,5212428158211;6,78504438218764e-06;0,000433488946639766;0,000397579793622925;"ATSDI1/LSU2/BHLH039/LSU1/PYE/HHO1/ATPPCK2/AtPPsPase1/AtSAT1/SDI2";10
"GO:0031669";"GO:0031669";"cellular response to nutrient levels";"10/160";"176/15355";0,0568181818181818;5,45276988636364;6,09656786500294;1,56760606542533e-05;0,000901373487619567;0,000826705935555887;"ATSDI1/LSU2/BHLH039/LSU1/PYE/HHO1/ATPPCK2/AtPPsPase1/AtSAT1/SDI2";10
"GO:0098869";"GO:0098869";"cellular oxidant detoxification";"4/160";"28/15355";0,142857142857143;13,7098214285714;6,90733139917724;0,000191281105784823;0,00999878507511576;0,00917051043044943;"LSU2/ADR/LSU1/LSU3";4
"GO:0006949";"GO:0006949";"syncytium formation";"3/160";"14/15355";0,214285714285714;20,5647321428571;7,51504346129484;0,000371461962356462;0,0177992190295805;0,0163247757140866;"ATEXP8/ATEXPB1/AT-EXP1";3
"GO:0010200";"GO:0010200";"response to chitin";"3/160";"19/15355";0,157894736842105;15,1529605263158;6,33415159608937;0,000951743136869144;0,0420963310538275;0,0386091750260276;"BRH1/AtLYK4/SAUR6";3
